player,team,weighted_trb,kalman_trb,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
Jack Wistrcill,Northern Arizona,2.145472108944916,1.86237924639219,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Leigh Rickwood-Pitt,Northern Arizona,1.6753010376620816,1.150494341735515,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Kameron Johnson,Arkansas St.,1.152398876637486,1.063368546607508,65.04130381085207,109.30207025941864,103.6808667528406,69.98544360591754,111.36105281621664,97.95188777603242
Sawyer Mayhugh,Queens,0.498997995991984,0.625,76.43531018116386,105.765532417018,108.62025651157782,73.84274028708651,103.60711065181404,110.2433342694242
C.J. Ford,Northern Arizona,0.270117998687476,0.3460522536854202,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Oakland Fort,Northern Arizona,1.3135115610714352,0.4618849247855802,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Carson Towt,Northern Arizona,12.599397380149586,11.994978127591091,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Ali Ragab,Northern Arizona,1.8923748889069631,0.983905173596114,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Melo Baines,Norfolk St.,1.6862101767591338,1.9858395299200784,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
Jaylani Darden,Norfolk St.,4.582381512091525,4.40974462754593,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
Bradley Colbert,Xavier,0.3123152050779655,0.2542372881355932,79.38398958990025,116.97484944988013,98.1145809416494,82.73040466390867,122.35133802447947,98.47308735562306
Ryan Abelman,Northern Arizona,2.200538340589588,4.685232059610762,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Jayden Jackson,Northern Arizona,3.704357722603629,2.703167339094399,73.84274028708651,103.60711065181404,110.2433342694242,76.43531018116386,105.765532417018,108.62025651157782
Townsend Tripple,BYU,0.4551651865491484,0.4461984810990699,76.70326180905177,125.93110278425954,99.069750222349,77.01250665438184,122.45240100972634,95.94623557726416
Kevin Patton Jr.,USC,1.1735756538863344,0.5692996288128386,80.97181991827608,116.87075297163364,102.6435049604288,72.82829349617158,108.34023253814968,106.09154230774746
Jeff Grace,Nebraska,0.2264770011371515,0.0745103985496623,74.80757623343774,111.90235450410968,99.0869114460142,74.44388469929773,113.27735833000624,100.8080055802028
Cale Jacobsen,Nebraska,0.5401711434955717,0.172285079769151,74.80757623343774,111.90235450410968,99.0869114460142,74.44388469929773,113.27735833000624,100.8080055802028
Triston Wilson,Presbyterian,1.3523560152962673,1.0096567296891323,68.04233855226768,103.05364075613556,110.44612287124248,75.22608230068455,112.32461702921675,108.5722219323597
Terrance Williams II,USC,4.583834056997325,4.699813228338986,80.97181991827608,116.87075297163364,102.6435049604288,72.82829349617158,108.34023253814968,106.09154230774746
Karl Poom,San Francisco,0.7960086974578001,0.6766519373044595,75.1563036092224,112.4749015779892,96.50170380541476,67.21646057944285,106.3200806131976,102.3267510335381
